Index,Day,ID,daylength,leaves,days_since_germ,days_since_trueleaf,,,,,,ID,Day_length,Mutilated,Date_germ,Date_trueleaf,Days from germination to first true leaf,Date 2nd leaf,Date infl. emerge,germ to repro,true leaf to repro
4386,11/16/2022,L48,Long,3,9,7,,,,,,,,,,,,,,,
4387,11/18/2022,L48,Long,3,11,9,,,,,,,,,,,,,,,
4388,11/20/2022,L48,Long,4,13,11,,,,,,,,,,,,,,,
4389,11/23/2022,L48,Long,4,16,14,,,,,,,,,,,,,,,
4390,11/26/2022,L48,Long,4,19,17,,,,,,,,,,,,,,,
4391,11/28/2022,L48,Long,5,21,19,,,,,,,,,,,,,,,
4392,11/30/2022,L48,Long,6,23,21,,,,,,,,,,,,,,,
4393,12/2/2022,L48,Long,7,25,23,,,,,,,,,,,,,,,
4394,12/4/2022,L48,Long,7,27,25,,,,,,,,,,,,,,,
4395,12/6/2022,L48,Long,7,29,27,,,,,,,,,,,,,,,
4396,12/10/2022,L48,Long,NA,33,31,,,,,,,,,,,,,,,
4397,12/11/2022,L48,Long,8,34,32,,,,,,,,,,,,,,,
4398,12/13/2022,L48,Long,11,36,34,,,,,,,,,,,,,,,
4399,12/15/2022,L48,Long,11,38,36,,,,,,,,,,,,,,,
4400,12/17/2022,L48,Long,11,40,38,,,,,,,,,,,,,,,
4401,9/28/2022,L50,Long,NA,,,,,,,,,,,,,,,,,
4402,9/29/2022,L50,Long,NA,,,,,,,,,,,,,,,,,
4403,9/30/2022,L50,Long,NA,,,,,,,,,,,,,,,,,
4404,10/1/2022,L50,Long,NA,,,,,,,,,,,,,,,,,
4405,10/2/2022,L50,Long,NA,,,,,,,,,,,,,,,,,
4406,10/3/2022,L50,Long,NA,,,,,,,,,,,,,,,,,
4407,10/4/2022,L50,Long,NA,,,,,,,,,,,,,,,,,
4408,10/5/2022,L50,Long,NA,,,,,,,,,,,,,,,,,
4409,10/6/2022,L50,Long,NA,,,,,,,,,,,,,,,,,
4410,10/7/2022,L50,Long,NA,,,,,,,,,,,,,,,,,
4411,10/8/2022,L50,Long,NA,,,,,,,,,,,,,,,,,
4412,10/9/2022,L50,Long,NA,,,,,,,,,,,,,,,,,
4413,10/10/2022,L50,Long,NA,,,,,,,,,,,,,,,,,
4414,10/11/2022,L50,Long,NA,,,,,,,,,,,,,,,,,
4415,10/12/2022,L50,Long,NA,,,,,,,,,,,,,,,,,
4416,10/13/2022,L50,Long,NA,,,,,,,,,,,,,,,,,
4417,10/14/2022,L50,Long,NA,,,,,,,,,,,,,,,,,
4418,10/15/2022,L50,Long,NA,,,,,,,,,,,,,,,,,
4419,10/16/2022,L50,Long,NA,,,,,,,,,,,,,,,,,
4420,10/17/2022,L50,Long,NA,,,,,,,,,,,,,,,,,
4421,10/18/2022,L50,Long,NA,,,,,,,,,,,,,,,,,
4422,10/19/2022,L50,Long,NA,,,,,,,,,,,,,,,,,
4423,10/21/2022,L50,Long,NA,,,,,,,,,,,,,,,,,
4424,10/24/2022,L50,Long,NA,,,,,,,,,,,,,,,,,
4425,10/24/2022,L50,Long,NA,,,,,,,,,,,,,,,,,
4426,10/25/2022,L50,Long,NA,,,,,,,,,,,,,,,,,
4427,10/26/2022,L50,Long,NA,,,,,,,,,,,,,,,,,
4428,10/27/2022,L50,Long,NA,,,,,,,,,,,,,,,,,
4429,10/31/2022,L50,Long,NA,,,,,,,,,,,,,,,,,
4430,11/2/2022,L50,Long,NA,,,,,,,,,,,,,,,,,
4431,11/4/2022,L50,Long,NA,,,,,,,,,,,,,,,,,
4432,11/7/2022,L50,Long,NA,0,,,,,,,,,,,,,,,,
4433,11/9/2022,L50,Long,NA,2,,,,,,,,,,,,,,,,
4434,11/11/2022,L50,Long,NA,4,,,,,,,,,,,,,,,,
4435,11/14/2022,L50,Long,1,7,0,,,,,,,,,,,,,,,
4436,11/16/2022,L50,Long,2,9,2,,,,,,,,,,,,,,,
4437,11/18/2022,L50,Long,2,11,4,,,,,,,,,,,,,,,
4438,11/20/2022,L50,Long,3,13,6,,,,,,,,,,,,,,,
4439,11/23/2022,L50,Long,3,16,9,,,,,,,,,,,,,,,
4440,11/26/2022,L50,Long,3,19,12,,,,,,,,,,,,,,,
4441,11/28/2022,L50,Long,3,21,14,,,,,,,,,,,,,,,
4442,11/30/2022,L50,Long,3,23,16,,,,,,,,,,,,,,,
4443,12/2/2022,L50,Long,3,25,18,,,,,,,,,,,,,,,
4444,12/4/2022,L50,Long,4,27,20,,,,,,,,,,,,,,,
4445,12/6/2022,L50,Long,4,29,22,,,,,,,,,,,,,,,
4446,12/10/2022,L50,Long,NA,33,26,,,,,,,,,,,,,,,
4447,12/11/2022,L50,Long,5,34,27,,,,,,,,,,,,,,,
4448,12/13/2022,L50,Long,6,36,29,,,,,,,,,,,,,,,
4449,12/15/2022,L50,Long,6,38,31,,,,,,,,,,,,,,,
4450,12/17/2022,L50,Long,7,40,33,,,,,,,,,,,,,,,
4451,9/28/2022,L51,Long,NA,,,,,,,,,,,,,,,,,
4452,9/29/2022,L51,Long,NA,,,,,,,,,,,,,,,,,
4453,9/30/2022,L51,Long,NA,,,,,,,,,,,,,,,,,
4454,10/1/2022,L51,Long,NA,,,,,,,,,,,,,,,,,
4455,10/2/2022,L51,Long,NA,,,,,,,,,,,,,,,,,
4456,10/3/2022,L51,Long,NA,,,,,,,,,,,,,,,,,
4457,10/4/2022,L51,Long,NA,,,,,,,,,,,,,,,,,
4458,10/5/2022,L51,Long,NA,,,,,,,,,,,,,,,,,
4459,10/6/2022,L51,Long,NA,,,,,,,,,,,,,,,,,
4460,10/7/2022,L51,Long,NA,,,,,,,,,,,,,,,,,
4461,10/8/2022,L51,Long,NA,,,,,,,,,,,,,,,,,
4462,10/9/2022,L51,Long,NA,,,,,,,,,,,,,,,,,
4463,10/10/2022,L51,Long,NA,,,,,,,,,,,,,,,,,
4464,10/11/2022,L51,Long,NA,,,,,,,,,,,,,,,,,
4465,10/12/2022,L51,Long,NA,,,,,,,,,,,,,,,,,
4466,10/13/2022,L51,Long,NA,,,,,,,,,,,,,,,,,
4467,10/14/2022,L51,Long,NA,,,,,,,,,,,,,,,,,
4468,10/15/2022,L51,Long,NA,,,,,,,,,,,,,,,,,
4469,10/16/2022,L51,Long,NA,,,,,,,,,,,,,,,,,
4470,10/17/2022,L51,Long,NA,,,,,,,,,,,,,,,,,
4471,10/18/2022,L51,Long,NA,,,,,,,,,,,,,,,,,
4472,10/19/2022,L51,Long,NA,,,,,,,,,,,,,,,,,
4473,10/21/2022,L51,Long,NA,,,,,,,,,,,,,,,,,
4474,10/24/2022,L51,Long,NA,,,,,,,,,,,,,,,,,
4475,10/24/2022,L51,Long,NA,,,,,,,,,,,,,,,,,
4476,10/25/2022,L51,Long,NA,,,,,,,,,,,,,,,,,
4477,10/26/2022,L51,Long,NA,,,,,,,,,,,,,,,,,
4478,10/27/2022,L51,Long,NA,,,,,,,,,,,,,,,,,
4479,10/31/2022,L51,Long,NA,,,,,,,,,,,,,,,,,
4480,11/2/2022,L51,Long,NA,,,,,,,,,,,,,,,,,
4481,11/4/2022,L51,Long,NA,,,,,,,,,,,,,,,,,
4482,11/7/2022,L51,Long,NA,0,,,,,,,,,,,,,,,,
4483,11/9/2022,L51,Long,NA,2,,,,,,,,,,,,,,,,
4484,11/11/2022,L51,Long,1,4,0,,,,,,,,,,,,,,,
4485,11/14/2022,L51,Long,2,7,3,,,,,,,,,,,,,,,
4486,11/16/2022,L51,Long,2,9,5,,,,,,,,,,,,,,,
4487,11/18/2022,L51,Long,3,11,7,,,,,,,,,,,,,,,
4488,11/20/2022,L51,Long,3,13,9,,,,,,,,,,,,,,,
4489,11/23/2022,L51,Long,3,16,12,,,,,,,,,,,,,,,
4490,11/26/2022,L51,Long,4,19,15,,,,,,,,,,,,,,,
4491,11/28/2022,L51,Long,4,21,17,,,,,,,,,,,,,,,
4492,11/30/2022,L51,Long,4,23,19,,,,,,,,,,,,,,,
4493,12/2/2022,L51,Long,4,25,21,,,,,,,,,,,,,,,
4494,12/4/2022,L51,Long,3,27,23,,,,,,,,,,,,,,,
4495,12/6/2022,L51,Long,4,29,25,,,,,,,,,,,,,,,
4496,12/10/2022,L51,Long,NA,33,29,,,,,,,,,,,,,,,
4497,12/11/2022,L51,Long,6,34,30,,,,,,,,,,,,,,,
4498,12/13/2022,L51,Long,6,36,32,,,,,,,,,,,,,,,
4499,12/15/2022,L51,Long,6,38,34,,,,,,,,,,,,,,,
4500,12/17/2022,L51,Long,8,40,36,,,,,,,,,,,,,,,
4501,9/28/2022,L52,Long,NA,,,,,,,,,,,,,,,,,
4502,9/29/2022,L52,Long,NA,,,,,,,,,,,,,,,,,
4503,9/30/2022,L52,Long,NA,,,,,,,,,,,,,,,,,
4504,10/1/2022,L52,Long,NA,,,,,,,,,,,,,,,,,
4505,10/2/2022,L52,Long,NA,,,,,,,,,,,,,,,,,
4506,10/3/2022,L52,Long,NA,,,,,,,,,,,,,,,,,
4507,10/4/2022,L52,Long,NA,,,,,,,,,,,,,,,,,
4508,10/5/2022,L52,Long,NA,,,,,,,,,,,,,,,,,
4509,10/6/2022,L52,Long,NA,,,,,,,,,,,,,,,,,
4510,10/7/2022,L52,Long,NA,,,,,,,,,,,,,,,,,
4511,10/8/2022,L52,Long,NA,,,,,,,,,,,,,,,,,
4512,10/9/2022,L52,Long,NA,,,,,,,,,,,,,,,,,
4513,10/10/2022,L52,Long,NA,,,,,,,,,,,,,,,,,
4514,10/11/2022,L52,Long,NA,,,,,,,,,,,,,,,,,
4515,10/12/2022,L52,Long,NA,,,,,,,,,,,,,,,,,
4516,10/13/2022,L52,Long,NA,,,,,,,,,,,,,,,,,
4517,10/14/2022,L52,Long,NA,,,,,,,,,,,,,,,,,
4518,10/15/2022,L52,Long,NA,,,,,,,,,,,,,,,,,
4519,10/16/2022,L52,Long,NA,,,,,,,,,,,,,,,,,
4520,10/17/2022,L52,Long,NA,,,,,,,,,,,,,,,,,
4521,10/18/2022,L52,Long,NA,,,,,,,,,,,,,,,,,
4522,10/19/2022,L52,Long,NA,,,,,,,,,,,,,,,,,
4523,10/21/2022,L52,Long,NA,,,,,,,,,,,,,,,,,
4524,10/24/2022,L52,Long,NA,,,,,,,,,,,,,,,,,
4525,10/24/2022,L52,Long,NA,,,,,,,,,,,,,,,,,
4526,10/25/2022,L52,Long,NA,,,,,,,,,,,,,,,,,
4527,10/26/2022,L52,Long,NA,,,,,,,,,,,,,,,,,
4528,10/27/2022,L52,Long,NA,,,,,,,,,,,,,,,,,
4529,10/31/2022,L52,Long,NA,,,,,,,,,,,,,,,,,
4530,11/2/2022,L52,Long,NA,,,,,,,,,,,,,,,,,
4531,11/4/2022,L52,Long,NA,,,,,,,,,,,,,,,,,
4532,11/7/2022,L52,Long,NA,0,,,,,,,,,,,,,,,,
4533,11/9/2022,L52,Long,NA,2,,,,,,,,,,,,,,,,
4534,11/11/2022,L52,Long,1,4,0,,,,,,,,,,,,,,,
4535,11/14/2022,L52,Long,2,7,3,,,,,,,,,,,,,,,
4536,11/16/2022,L52,Long,2,9,5,,,,,,,,,,,,,,,
4537,11/18/2022,L52,Long,3,11,7,,,,,,,,,,,,,,,
4538,11/20/2022,L52,Long,3,13,9,,,,,,,,,,,,,,,
4539,11/23/2022,L52,Long,3,16,12,,,,,,,,,,,,,,,
4540,11/26/2022,L52,Long,4,19,15,,,,,,,,,,,,,,,
4541,11/28/2022,L52,Long,5,21,17,,,,,,,,,,,,,,,
4542,11/30/2022,L52,Long,5,23,19,,,,,,,,,,,,,,,
4543,12/2/2022,L52,Long,6,25,21,,,,,,,,,,,,,,,
4544,12/4/2022,L52,Long,6,27,23,,,,,,,,,,,,,,,
4545,12/6/2022,L52,Long,7,29,25,,,,,,,,,,,,,,,
4546,12/10/2022,L52,Long,NA,33,29,,,,,,,,,,,,,,,
4547,12/11/2022,L52,Long,9,34,30,,,,,,,,,,,,,,,
4548,12/13/2022,L52,Long,9,36,32,,,,,,,,,,,,,,,
4549,12/15/2022,L52,Long,11,38,34,,,,,,,,,,,,,,,
4550,12/17/2022,L52,Long,11,40,36,,,,,,,,,,,,,,,
4551,9/28/2022,L53,Long,NA,,,,,,,,,,,,,,,,,
4552,9/29/2022,L53,Long,NA,,,,,,,,,,,,,,,,,
4553,9/30/2022,L53,Long,NA,,,,,,,,,,,,,,,,,
4554,10/1/2022,L53,Long,NA,,,,,,,,,,,,,,,,,
4555,10/2/2022,L53,Long,NA,,,,,,,,,,,,,,,,,
4556,10/3/2022,L53,Long,NA,,,,,,,,,,,,,,,,,
4557,10/4/2022,L53,Long,NA,,,,,,,,,,,,,,,,,
4558,10/5/2022,L53,Long,NA,,,,,,,,,,,,,,,,,
4559,10/6/2022,L53,Long,NA,,,,,,,,,,,,,,,,,
4560,10/7/2022,L53,Long,NA,,,,,,,,,,,,,,,,,
4561,10/8/2022,L53,Long,NA,,,,,,,,,,,,,,,,,
4562,10/9/2022,L53,Long,NA,,,,,,,,,,,,,,,,,
4563,10/10/2022,L53,Long,NA,,,,,,,,,,,,,,,,,
4564,10/11/2022,L53,Long,NA,,,,,,,,,,,,,,,,,
4565,10/12/2022,L53,Long,NA,,,,,,,,,,,,,,,,,
4566,10/13/2022,L53,Long,NA,,,,,,,,,,,,,,,,,
4567,10/14/2022,L53,Long,NA,,,,,,,,,,,,,,,,,
4568,10/15/2022,L53,Long,NA,,,,,,,,,,,,,,,,,
4569,10/16/2022,L53,Long,NA,,,,,,,,,,,,,,,,,
4570,10/17/2022,L53,Long,NA,,,,,,,,,,,,,,,,,
4571,10/18/2022,L53,Long,NA,,,,,,,,,,,,,,,,,
4572,10/19/2022,L53,Long,NA,,,,,,,,,,,,,,,,,
4573,10/21/2022,L53,Long,NA,,,,,,,,,,,,,,,,,
4574,10/24/2022,L53,Long,NA,,,,,,,,,,,,,,,,,
4575,10/24/2022,L53,Long,NA,,,,,,,,,,,,,,,,,
4576,10/25/2022,L53,Long,NA,,,,,,,,,,,,,,,,,
4577,10/26/2022,L53,Long,NA,,,,,,,,,,,,,,,,,
4578,10/27/2022,L53,Long,NA,,,,,,,,,,,,,,,,,
4579,10/31/2022,L53,Long,NA,,,,,,,,,,,,,,,,,
4580,11/2/2022,L53,Long,NA,,,,,,,,,,,,,,,,,
4581,11/4/2022,L53,Long,NA,,,,,,,,,,,,,,,,,
4582,11/7/2022,L53,Long,NA,0,,,,,,,,,,,,,,,,
4583,11/9/2022,L53,Long,NA,2,,,,,,,,,,,,,,,,
4584,11/11/2022,L53,Long,1,4,0,,,,,,,,,,,,,,,
4585,11/14/2022,L53,Long,2,7,3,,,,,,,,,,,,,,,
4586,11/16/2022,L53,Long,3,9,5,,,,,,,,,,,,,,,
4587,11/18/2022,L53,Long,3,11,7,,,,,,,,,,,,,,,
4588,11/20/2022,L53,Long,3,13,9,,,,,,,,,,,,,,,
4589,11/23/2022,L53,Long,3,16,12,,,,,,,,,,,,,,,
4590,11/26/2022,L53,Long,4,19,15,,,,,,,,,,,,,,,
4591,11/28/2022,L53,Long,4,21,17,,,,,,,,,,,,,,,
4592,11/30/2022,L53,Long,4,23,19,,,,,,,,,,,,,,,
4593,12/2/2022,L53,Long,4,25,21,,,,,,,,,,,,,,,
4594,12/4/2022,L53,Long,4,27,23,,,,,,,,,,,,,,,
4595,12/6/2022,L53,Long,4,29,25,,,,,,,,,,,,,,,
4596,12/10/2022,L53,Long,NA,33,29,,,,,,,,,,,,,,,
4597,12/11/2022,L53,Long,6,34,30,,,,,,,,,,,,,,,
4598,12/13/2022,L53,Long,6,36,32,,,,,,,,,,,,,,,
4599,12/15/2022,L53,Long,6,38,34,,,,,,,,,,,,,,,
4600,12/17/2022,L53,Long,6,40,36,,,,,,,,,,,,,,,
4601,9/28/2022,L54,Long,NA,,,,,,,,,,,,,,,,,
4602,9/29/2022,L54,Long,NA,,,,,,,,,,,,,,,,,
4603,9/30/2022,L54,Long,NA,,,,,,,,,,,,,,,,,
4604,10/1/2022,L54,Long,NA,,,,,,,,,,,,,,,,,
4605,10/2/2022,L54,Long,NA,,,,,,,,,,,,,,,,,
4606,10/3/2022,L54,Long,NA,,,,,,,,,,,,,,,,,
4607,10/4/2022,L54,Long,NA,,,,,,,,,,,,,,,,,
4608,10/5/2022,L54,Long,NA,,,,,,,,,,,,,,,,,
4609,10/6/2022,L54,Long,NA,,,,,,,,,,,,,,,,,
4610,10/7/2022,L54,Long,NA,,,,,,,,,,,,,,,,,
4611,10/8/2022,L54,Long,NA,,,,,,,,,,,,,,,,,
4612,10/9/2022,L54,Long,NA,,,,,,,,,,,,,,,,,
4613,10/10/2022,L54,Long,NA,,,,,,,,,,,,,,,,,
4614,10/11/2022,L54,Long,NA,,,,,,,,,,,,,,,,,
4615,10/12/2022,L54,Long,NA,,,,,,,,,,,,,,,,,
4616,10/13/2022,L54,Long,NA,,,,,,,,,,,,,,,,,
4617,10/14/2022,L54,Long,NA,,,,,,,,,,,,,,,,,
4618,10/15/2022,L54,Long,NA,,,,,,,,,,,,,,,,,
4619,10/16/2022,L54,Long,NA,,,,,,,,,,,,,,,,,
4620,10/17/2022,L54,Long,NA,,,,,,,,,,,,,,,,,
4621,10/18/2022,L54,Long,NA,,,,,,,,,,,,,,,,,
4622,10/19/2022,L54,Long,NA,,,,,,,,,,,,,,,,,
4623,10/21/2022,L54,Long,NA,,,,,,,,,,,,,,,,,
4624,10/24/2022,L54,Long,NA,,,,,,,,,,,,,,,,,
4625,10/24/2022,L54,Long,NA,,,,,,,,,,,,,,,,,
4626,10/25/2022,L54,Long,NA,,,,,,,,,,,,,,,,,
4627,10/26/2022,L54,Long,NA,,,,,,,,,,,,,,,,,
4628,10/27/2022,L54,Long,NA,,,,,,,,,,,,,,,,,
4629,10/31/2022,L54,Long,NA,,,,,,,,,,,,,,,,,
4630,11/2/2022,L54,Long,NA,,,,,,,,,,,,,,,,,
4631,11/4/2022,L54,Long,NA,,,,,,,,,,,,,,,,,
4632,11/7/2022,L54,Long,NA,0,,,,,,,,,,,,,,,,
4633,11/9/2022,L54,Long,NA,2,,,,,,,,,,,,,,,,
4634,11/11/2022,L54,Long,1,4,0,,,,,,,,,,,,,,,
4635,11/14/2022,L54,Long,3,7,3,,,,,,,,,,,,,,,
4636,11/16/2022,L54,Long,3,9,5,,,,,,,,,,,,,,,
4637,11/18/2022,L54,Long,4,11,7,,,,,,,,,,,,,,,
4638,11/20/2022,L54,Long,4,13,9,,,,,,,,,,,,,,,
4639,11/23/2022,L54,Long,NA,16,12,,,,,,,,,,,,,,,
4640,11/26/2022,L54,Long,6,19,15,,,,,,,,,,,,,,,
4641,11/28/2022,L54,Long,8,21,17,,,,,,,,,,,,,,,
4642,11/30/2022,L54,Long,9,23,19,,,,,,,,,,,,,,,
4643,12/2/2022,L54,Long,11,25,21,,,,,,,,,,,,,,,
4644,12/4/2022,L54,Long,11,27,23,,,,,,,,,,,,,,,
4645,12/6/2022,L54,Long,12,29,25,,,,,,,,,,,,,,,
4646,12/10/2022,L54,Long,NA,33,29,,,,,,,,,,,,,,,
4647,12/11/2022,L54,Long,NA,34,30,,,,,,,,,,,,,,,
4648,12/13/2022,L54,Long,NA,36,32,,,,,,,,,,,,,,,
4649,12/15/2022,L54,Long,NA,38,34,,,,,,,,,,,,,,,
4650,12/17/2022,L54,Long,NA,40,36,,,,,,,,,,,,,,,
4651,9/28/2022,L55,Long,NA,,,,,,,,,,,,,,,,,
4652,9/29/2022,L55,Long,NA,,,,,,,,,,,,,,,,,
4653,9/30/2022,L55,Long,NA,,,,,,,,,,,,,,,,,
4654,10/1/2022,L55,Long,NA,,,,,,,,,,,,,,,,,
4655,10/2/2022,L55,Long,NA,,,,,,,,,,,,,,,,,
4656,10/3/2022,L55,Long,NA,,,,,,,,,,,,,,,,,
4657,10/4/2022,L55,Long,NA,,,,,,,,,,,,,,,,,
4658,10/5/2022,L55,Long,NA,,,,,,,,,,,,,,,,,
4659,10/6/2022,L55,Long,NA,,,,,,,,,,,,,,,,,
4660,10/7/2022,L55,Long,NA,,,,,,,,,,,,,,,,,
4661,10/8/2022,L55,Long,NA,,,,,,,,,,,,,,,,,
4662,10/9/2022,L55,Long,NA,,,,,,,,,,,,,,,,,
4663,10/10/2022,L55,Long,NA,,,,,,,,,,,,,,,,,
4664,10/11/2022,L55,Long,NA,,,,,,,,,,,,,,,,,
4665,10/12/2022,L55,Long,NA,,,,,,,,,,,,,,,,,
4666,10/13/2022,L55,Long,NA,,,,,,,,,,,,,,,,,
4667,10/14/2022,L55,Long,NA,,,,,,,,,,,,,,,,,
4668,10/15/2022,L55,Long,NA,,,,,,,,,,,,,,,,,
4669,10/16/2022,L55,Long,NA,,,,,,,,,,,,,,,,,
4670,10/17/2022,L55,Long,NA,,,,,,,,,,,,,,,,,
4671,10/18/2022,L55,Long,NA,,,,,,,,,,,,,,,,,
4672,10/19/2022,L55,Long,NA,,,,,,,,,,,,,,,,,
4673,10/21/2022,L55,Long,NA,,,,,,,,,,,,,,,,,
4674,10/24/2022,L55,Long,NA,,,,,,,,,,,,,,,,,
4675,10/24/2022,L55,Long,NA,,,,,,,,,,,,,,,,,
4676,10/25/2022,L55,Long,NA,,,,,,,,,,,,,,,,,
4677,10/26/2022,L55,Long,NA,,,,,,,,,,,,,,,,,
4678,10/27/2022,L55,Long,NA,,,,,,,,,,,,,,,,,
4679,10/31/2022,L55,Long,NA,,,,,,,,,,,,,,,,,
4680,11/2/2022,L55,Long,NA,,,,,,,,,,,,,,,,,
4681,11/4/2022,L55,Long,NA,,,,,,,,,,,,,,,,,
4682,11/7/2022,L55,Long,NA,0,,,,,,,,,,,,,,,,
4683,11/9/2022,L55,Long,NA,2,,,,,,,,,,,,,,,,
4684,11/11/2022,L55,Long,1,4,0,,,,,,,,,,,,,,,
4685,11/14/2022,L55,Long,3,7,3,,,,,,,,,,,,,,,
4686,11/16/2022,L55,Long,3,9,5,,,,,,,,,,,,,,,
4687,11/18/2022,L55,Long,3,11,7,,,,,,,,,,,,,,,
4688,11/20/2022,L55,Long,4,13,9,,,,,,,,,,,,,,,
4689,11/23/2022,L55,Long,4,16,12,,,,,,,,,,,,,,,
4690,11/26/2022,L55,Long,5,19,15,,,,,,,,,,,,,,,
4691,11/28/2022,L55,Long,5,21,17,,,,,,,,,,,,,,,
4692,11/30/2022,L55,Long,6,23,19,,,,,,,,,,,,,,,
4693,12/2/2022,L55,Long,6,25,21,,,,,,,,,,,,,,,
4694,12/4/2022,L55,Long,8,27,23,,,,,,,,,,,,,,,
4695,12/6/2022,L55,Long,8,29,25,,,,,,,,,,,,,,,
4696,12/10/2022,L55,Long,NA,33,29,,,,,,,,,,,,,,,
4697,12/11/2022,L55,Long,10,34,30,,,,,,,,,,,,,,,
4698,12/13/2022,L55,Long,11,36,32,,,,,,,,,,,,,,,
4699,12/15/2022,L55,Long,12,38,34,,,,,,,,,,,,,,,
4700,12/17/2022,L55,Long,12,40,36,,,,,,,,,,,,,,,
4701,9/28/2022,L56,Long,NA,,,,,,,,,,,,,,,,,
4702,9/29/2022,L56,Long,NA,,,,,,,,,,,,,,,,,
4703,9/30/2022,L56,Long,NA,,,,,,,,,,,,,,,,,
4704,10/1/2022,L56,Long,NA,,,,,,,,,,,,,,,,,
4705,10/2/2022,L56,Long,NA,,,,,,,,,,,,,,,,,
4706,10/3/2022,L56,Long,NA,,,,,,,,,,,,,,,,,
4707,10/4/2022,L56,Long,NA,,,,,,,,,,,,,,,,,
4708,10/5/2022,L56,Long,NA,,,,,,,,,,,,,,,,,
4709,10/6/2022,L56,Long,NA,,,,,,,,,,,,,,,,,
4710,10/7/2022,L56,Long,NA,,,,,,,,,,,,,,,,,
4711,10/8/2022,L56,Long,NA,,,,,,,,,,,,,,,,,
4712,10/9/2022,L56,Long,NA,,,,,,,,,,,,,,,,,
4713,10/10/2022,L56,Long,NA,,,,,,,,,,,,,,,,,
4714,10/11/2022,L56,Long,NA,,,,,,,,,,,,,,,,,
4715,10/12/2022,L56,Long,NA,,,,,,,,,,,,,,,,,
4716,10/13/2022,L56,Long,NA,,,,,,,,,,,,,,,,,
4717,10/14/2022,L56,Long,NA,,,,,,,,,,,,,,,,,
4718,10/15/2022,L56,Long,NA,,,,,,,,,,,,,,,,,
4719,10/16/2022,L56,Long,NA,,,,,,,,,,,,,,,,,
4720,10/17/2022,L56,Long,NA,,,,,,,,,,,,,,,,,
4721,10/18/2022,L56,Long,NA,,,,,,,,,,,,,,,,,
4722,10/19/2022,L56,Long,NA,,,,,,,,,,,,,,,,,
4723,10/21/2022,L56,Long,NA,,,,,,,,,,,,,,,,,
4724,10/24/2022,L56,Long,NA,,,,,,,,,,,,,,,,,
4725,10/24/2022,L56,Long,NA,,,,,,,,,,,,,,,,,
4726,10/25/2022,L56,Long,NA,,,,,,,,,,,,,,,,,
4727,10/26/2022,L56,Long,NA,,,,,,,,,,,,,,,,,
4728,10/27/2022,L56,Long,NA,,,,,,,,,,,,,,,,,
4729,10/31/2022,L56,Long,NA,,,,,,,,,,,,,,,,,
4730,11/2/2022,L56,Long,NA,,,,,,,,,,,,,,,,,
4731,11/4/2022,L56,Long,NA,,,,,,,,,,,,,,,,,
4732,11/7/2022,L56,Long,NA,0,,,,,,,,,,,,,,,,
4733,11/9/2022,L56,Long,NA,2,,,,,,,,,,,,,,,,
4734,11/11/2022,L56,Long,1,4,0,,,,,,,,,,,,,,,
4735,11/14/2022,L56,Long,2,7,3,,,,,,,,,,,,,,,
4736,11/16/2022,L56,Long,3,9,5,,,,,,,,,,,,,,,
4737,11/18/2022,L56,Long,3,11,7,,,,,,,,,,,,,,,
4738,11/20/2022,L56,Long,4,13,9,,,,,,,,,,,,,,,
4739,11/23/2022,L56,Long,4,16,12,,,,,,,,,,,,,,,
4740,11/26/2022,L56,Long,5,19,15,,,,,,,,,,,,,,,
4741,11/28/2022,L56,Long,5,21,17,,,,,,,,,,,,,,,
4742,11/30/2022,L56,Long,5,23,19,,,,,,,,,,,,,,,
4743,12/2/2022,L56,Long,5,25,21,,,,,,,,,,,,,,,
4744,12/4/2022,L56,Long,5,27,23,,,,,,,,,,,,,,,
4745,12/6/2022,L56,Long,6,29,25,,,,,,,,,,,,,,,
4746,12/10/2022,L56,Long,NA,33,29,,,,,,,,,,,,,,,
4747,12/11/2022,L56,Long,8,34,30,,,,,,,,,,,,,,,
4748,12/13/2022,L56,Long,9,36,32,,,,,,,,,,,,,,,
4749,12/15/2022,L56,Long,9,38,34,,,,,,,,,,,,,,,
4750,12/17/2022,L56,Long,9,40,36,,,,,,,,,,,,,,,
4751,9/28/2022,L57,Long,NA,,,,,,,,,,,,,,,,,
4752,9/29/2022,L57,Long,NA,,,,,,,,,,,,,,,,,
4753,9/30/2022,L57,Long,NA,,,,,,,,,,,,,,,,,
4754,10/1/2022,L57,Long,NA,,,,,,,,,,,,,,,,,
4755,10/2/2022,L57,Long,NA,,,,,,,,,,,,,,,,,
4756,10/3/2022,L57,Long,NA,,,,,,,,,,,,,,,,,
4757,10/4/2022,L57,Long,NA,,,,,,,,,,,,,,,,,
4758,10/5/2022,L57,Long,NA,,,,,,,,,,,,,,,,,
4759,10/6/2022,L57,Long,NA,,,,,,,,,,,,,,,,,
4760,10/7/2022,L57,Long,NA,,,,,,,,,,,,,,,,,
4761,10/8/2022,L57,Long,NA,,,,,,,,,,,,,,,,,
4762,10/9/2022,L57,Long,NA,,,,,,,,,,,,,,,,,
4763,10/10/2022,L57,Long,NA,,,,,,,,,,,,,,,,,
4764,10/11/2022,L57,Long,NA,,,,,,,,,,,,,,,,,
4765,10/12/2022,L57,Long,NA,,,,,,,,,,,,,,,,,
4766,10/13/2022,L57,Long,NA,,,,,,,,,,,,,,,,,
